customer_key,customer_name,age,lifespan_months,total_orders,total_sales,total_quantity,total_products,age_group,customer_segment,last_order,recency,avg_order_value,avg_monthly_spend
482,Erica Hu,47,14,3,4978,6,6,40-49,Regular,2013-04-21,155,1659.3333333333333333,355.5714285714285714
483,Adrienne Torres,48,24,3,8143,5,5,40-49,VIP,2013-09-10,151,2714.3333333333333333,339.2916666666666667
484,Calvin Chande,42,6,3,4966,4,3,40-49,New,2013-07-19,152,1655.3333333333333333,827.6666666666666667
485,Erick Sai,43,14,3,4985,6,6,40-49,Regular,2013-03-30,156,1661.6666666666666667,356.0714285714285714
486,Donald Chandra,48,23,3,7049,7,7,40-49,VIP,2013-09-12,151,2349.6666666666666667,306.4782608695652174
487,Ariana Rogers,43,0,1,35,1,1,40-49,New,2013-11-24,148,35.0000000000000000,
488,Morgan Jones,49,0,1,54,1,1,40-49,New,2013-12-15,147,54.0000000000000000,
489,Jermaine Lopez,49,22,3,8090,5,5,40-49,VIP,2013-08-30,151,2696.6666666666666667,367.7272727272727273
490,Deborah Goel,49,23,3,8127,7,7,40-49,VIP,2013-09-28,150,2709.0000000000000000,353.3478260869565217
491,Danny Rubio,49,0,1,54,1,1,40-49,New,2013-04-04,156,54.0000000000000000,
492,Andre Perez,44,22,3,8158,7,7,40-49,VIP,2013-09-07,151,2719.3333333333333333,370.8181818181818182
493,Terrence Chander,43,12,2,4404,3,3,40-49,Regular,2013-02-19,157,2202.0000000000000000,367.0000000000000000
494,Dawn Wu,49,21,3,6959,6,6,40-49,VIP,2013-09-12,151,2319.6666666666666667,331.3809523809523810
495,Jimmy Gutierrez,50,21,3,6974,5,5,50 and above,VIP,2013-09-30,150,2324.6666666666666667,332.0952380952380952
496,Francis Jimenez,49,0,1,14,2,2,40-49,New,2013-10-26,149,14.0000000000000000,
497,Gary Ortega,49,23,3,7014,7,7,40-49,VIP,2013-11-05,149,2338.0000000000000000,304.9565217391304348
498,Katrina Nath,44,0,1,35,1,1,40-49,New,2013-11-04,149,35.0000000000000000,
499,Arturo Sun,46,10,16,560,30,18,40-49,New,2014-01-09,147,35.0000000000000000,56.0000000000000000
500,Pedro Vance,45,2,2,192,6,6,40-49,New,2013-06-29,153,96.0000000000000000,96.0000000000000000
501,Sarah Simmons,46,11,16,653,30,23,40-49,New,2014-01-10,147,40.8125000000000000,59.3636363636363636
502,Brandy Chandra,45,9,16,871,33,23,40-49,New,2014-01-22,146,54.4375000000000000,96.7777777777777778
503,Jared Peterson,45,11,16,1020,42,25,40-49,New,2014-01-27,146,63.7500000000000000,92.7272727272727273
504,Dennis Wu,90,6,2,61,3,3,50 and above,New,2013-12-08,148,30.5000000000000000,10.1666666666666667
505,Jordan Baker,89,0,2,44,4,3,50 and above,New,2013-05-03,155,22.0000000000000000,
506,Jasmine Powell,54,10,16,845,36,22,50 and above,New,2013-12-24,147,52.8125000000000000,84.5000000000000000
507,Nicholas Brown,54,10,16,748,36,24,50 and above,New,2014-01-22,146,46.7500000000000000,74.8000000000000000
508,Isabella Russell,53,11,16,651,31,20,50 and above,New,2014-01-20,146,40.6875000000000000,59.1818181818181818
509,Elizabeth Wilson,54,0,2,77,4,4,50 and above,New,2013-05-14,154,38.5000000000000000,
510,Roger Harui,61,0,1,196,3,3,50 and above,New,2013-07-29,152,196.0000000000000000,
511,Seth Roberts,67,9,5,257,16,14,50 and above,New,2013-12-26,147,51.4000000000000000,28.5555555555555556
512,Caleb Perry,61,0,1,35,1,1,50 and above,New,2013-03-13,156,35.0000000000000000,
513,Natalie Campbell,49,0,1,2320,1,1,40-49,New,2013-12-28,147,2320.0000000000000000,
514,Alyssa Howard,60,0,1,863,5,5,50 and above,New,2013-06-08,154,863.0000000000000000,
515,Dalton Diaz,60,0,1,40,2,2,50 and above,New,2013-06-24,153,40.0000000000000000,
516,Shannon Huang,66,19,2,5930,4,4,50 and above,VIP,2013-04-20,155,2965.0000000000000000,312.1052631578947368
517,Mya Gonzales,49,21,2,5915,5,5,40-49,VIP,2013-06-16,153,2957.5000000000000000,281.6666666666666667
518,Katherine Bryant,66,1,2,101,5,5,50 and above,New,2013-08-23,151,50.5000000000000000,101.0000000000000000
519,Edward Washington,65,0,2,82,6,6,50 and above,New,2013-11-11,149,41.0000000000000000,
520,Jerome Navarro,65,9,16,756,36,20,50 and above,New,2014-01-11,147,47.2500000000000000,84.0000000000000000
521,Jada Morgan,65,10,16,822,32,24,50 and above,New,2014-01-19,146,51.3750000000000000,82.2000000000000000
522,Ariana Peterson,48,8,2,44,4,3,40-49,New,2013-11-07,149,22.0000000000000000,5.5000000000000000
523,Christian Hughes,53,16,2,5888,4,4,50 and above,VIP,2013-02-01,158,2944.0000000000000000,368.0000000000000000
524,Lucas Taylor,64,0,1,2377,3,3,50 and above,New,2013-02-15,157,2377.0000000000000000,
525,Alyssa Jackson,64,1,2,42,3,3,50 and above,New,2013-10-17,149,21.0000000000000000,42.0000000000000000
526,Ariana Cook,64,17,2,5935,4,4,50 and above,VIP,2013-02-22,157,2967.5000000000000000,349.1176470588235294
527,Katherine Diaz,53,0,1,2377,3,3,50 and above,New,2013-02-03,158,2377.0000000000000000,
528,Jenna Green,64,8,2,39,3,2,50 and above,New,2013-11-01,149,19.5000000000000000,4.8750000000000000
529,Joan Washington,57,17,2,5959,6,6,50 and above,VIP,2013-02-19,157,2979.5000000000000000,350.5294117647058824
530,Austin Bryant,62,16,2,5944,6,6,50 and above,VIP,2013-02-04,158,2972.0000000000000000,371.5000000000000000
531,Andrew Martinez,63,11,16,572,26,18,50 and above,New,2013-12-30,147,35.7500000000000000,52.0000000000000000
532,Nina Yuan,63,17,2,5875,3,3,50 and above,VIP,2013-02-08,158,2937.5000000000000000,345.5882352941176471
533,Lauren Miller,63,8,2,44,4,3,50 and above,New,2013-12-27,147,22.0000000000000000,5.5000000000000000
534,Ebony Gill,57,7,2,37,2,2,50 and above,New,2014-01-10,147,18.5000000000000000,5.2857142857142857
535,Cameron Lewis,61,16,2,5919,4,4,50 and above,VIP,2013-02-14,157,2959.5000000000000000,369.9375000000000000
536,Devin Nelson,62,18,2,5919,6,6,50 and above,VIP,2013-03-15,156,2959.5000000000000000,328.8333333333333333
537,Logan Chow,56,17,2,5915,5,5,50 and above,VIP,2013-03-21,156,2957.5000000000000000,347.9411764705882353
538,Dakota Ross,62,18,2,5873,2,2,50 and above,VIP,2013-03-24,156,2936.5000000000000000,326.2777777777777778
539,Nicole Taylor,61,17,2,5895,3,3,50 and above,VIP,2013-03-01,157,2947.5000000000000000,346.7647058823529412
540,Justin Washington,55,18,2,5997,6,6,50 and above,VIP,2013-03-25,156,2998.5000000000000000,333.1666666666666667
541,Alberto Navarro,56,18,2,5958,5,5,50 and above,VIP,2013-03-21,156,2979.0000000000000000,331.0000000000000000
542,Aidan Ross,61,19,2,5973,5,5,50 and above,VIP,2013-04-13,155,2986.5000000000000000,314.3684210526315789
543,Alejandro Tang,46,0,1,34,3,3,40-49,New,2013-05-11,155,34.0000000000000000,
544,Sheena Chande,52,0,1,54,1,1,50 and above,New,2013-12-21,147,54.0000000000000000,
545,Joel Garcia,46,0,1,89,2,2,40-49,New,2013-08-28,151,89.0000000000000000,
546,Reginald Dominguez,52,0,1,54,1,1,50 and above,New,2013-07-13,152,54.0000000000000000,
547,Christine Chande,52,3,2,4460,5,4,50 and above,New,2013-03-12,157,2230.0000000000000000,1486.6666666666666667
548,Cindy Sai,47,7,3,4976,5,4,40-49,New,2013-07-28,152,1658.6666666666666667,710.8571428571428571
549,Raymond Sanchez,52,23,3,7068,9,8,50 and above,VIP,2013-11-11,149,2356.0000000000000000,307.3043478260869565
550,Crystal Liang,46,23,3,7024,9,8,40-49,VIP,2013-12-12,148,2341.3333333333333333,305.3913043478260870
551,Deb Torres,46,13,3,5241,5,5,40-49,VIP,2013-03-16,156,1747.0000000000000000,403.1538461538461538
552,Shannon Alvarez,,0,1,54,1,1,50 and above,New,2013-03-01,157,54.0000000000000000,
553,Eddie Rubio,53,0,1,35,1,1,50 and above,New,2014-01-06,147,35.0000000000000000,
554,Sharon Luo,53,0,1,21,1,1,50 and above,New,2013-08-22,151,21.0000000000000000,
555,Sydney Simmons,94,0,1,35,1,1,50 and above,New,2013-05-08,155,35.0000000000000000,
556,Alexandria Henderson,88,0,1,35,1,1,50 and above,New,2013-05-08,155,35.0000000000000000,
557,Lucas Evans,53,0,1,21,1,1,50 and above,New,2013-12-21,147,21.0000000000000000,
558,Felicia Ramos,53,0,1,21,1,1,50 and above,New,2013-08-08,152,21.0000000000000000,
559,Ivan Malhotra,53,0,1,21,1,1,50 and above,New,2013-11-30,148,21.0000000000000000,
560,Frederick Subram,47,0,1,35,1,1,40-49,New,2013-11-29,148,35.0000000000000000,
561,Whitney Srini,47,0,1,54,1,1,40-49,New,2013-12-03,148,54.0000000000000000,
562,Briana Dominguez,54,12,2,4344,2,2,50 and above,Regular,2013-03-11,157,2172.0000000000000000,362.0000000000000000
563,Jarrod Gonzalez,,0,1,85,2,2,50 and above,New,2013-06-26,153,85.0000000000000000,
564,Cesar Srini,54,0,1,54,1,1,50 and above,New,2013-07-05,153,54.0000000000000000,
565,Jorge Liang,54,13,2,4369,2,2,50 and above,Regular,2013-03-18,156,2184.5000000000000000,336.0769230769230769
566,Erik Diaz,54,0,1,35,1,1,50 and above,New,2013-09-08,151,35.0000000000000000,
567,April Shan,53,11,25,1002,58,15,50 and above,New,2014-01-07,147,40.0800000000000000,91.0909090909090909
568,Carla Perez,47,0,1,54,1,1,40-49,New,2013-03-15,156,54.0000000000000000,
569,Alexia Foster,53,20,3,6789,5,5,50 and above,VIP,2013-09-20,150,2263.0000000000000000,339.4500000000000000
570,Troy Malhotra,48,0,1,35,1,1,40-49,New,2013-11-20,148,35.0000000000000000,
571,Kristin Andersen,54,11,2,4391,2,2,50 and above,New,2013-03-14,156,2195.5000000000000000,399.1818181818181818
572,Joel Sai,54,3,2,4390,4,4,50 and above,New,2013-03-20,156,2195.0000000000000000,1463.3333333333333333
573,Billy Moreno,49,2,2,4450,6,6,40-49,New,2013-03-08,157,2225.0000000000000000,2225.0000000000000000
574,Meagan Subram,49,0,1,35,1,1,40-49,New,2013-07-27,152,35.0000000000000000,
575,Karla Luo,55,0,1,35,1,1,50 and above,New,2013-03-15,156,35.0000000000000000,
576,Jackson Campbell,55,19,3,6806,7,7,50 and above,VIP,2013-09-16,150,2268.6666666666666667,358.2105263157894737
577,Micah Zhu,55,3,2,4486,3,3,50 and above,New,2013-03-23,156,2243.0000000000000000,1495.3333333333333333
578,Janet Serrano,54,2,2,4344,2,1,50 and above,New,2013-03-12,157,2172.0000000000000000,2172.0000000000000000
579,Trisha Huang,55,3,2,4406,4,4,50 and above,New,2013-03-12,157,2203.0000000000000000,1468.6666666666666667
580,Clayton Beck,45,0,1,44,2,2,40-49,New,2013-07-31,152,44.0000000000000000,
581,Melvin Raje,87,0,1,35,1,1,50 and above,New,2013-04-16,155,35.0000000000000000,
582,Cindy Jordan,,9,5,237,11,9,50 and above,New,2013-11-22,148,47.4000000000000000,26.3333333333333333
583,Claudia Ma,52,3,2,4379,3,3,50 and above,New,2013-03-23,156,2189.5000000000000000,1459.6666666666666667
584,Karla Xu,55,3,2,4381,4,4,50 and above,New,2013-04-08,156,2190.5000000000000000,1460.3333333333333333
585,Devin Carter,54,0,1,9,1,1,50 and above,New,2013-09-16,150,9.0000000000000000,
586,Kari Perez,50,0,1,50,1,1,50 and above,New,2014-01-10,147,50.0000000000000000,
587,Alberto Romero,54,0,1,9,1,1,50 and above,New,2013-10-28,149,9.0000000000000000,
588,Kevin Bryant,50,4,2,4540,5,5,50 and above,New,2013-04-09,156,2270.0000000000000000,1135.0000000000000000
589,Candace Mehta,56,5,2,4369,2,2,50 and above,New,2013-05-12,155,2184.5000000000000000,873.8000000000000000
590,Ebony Malhotra,50,0,1,15,2,2,50 and above,New,2013-06-04,154,15.0000000000000000,
591,Erika Diaz,46,5,2,4384,4,4,40-49,New,2013-05-23,154,2192.0000000000000000,876.8000000000000000
592,Stacey Lu,57,28,2,5895,3,3,50 and above,VIP,2013-05-23,154,2947.5000000000000000,210.5357142857142857
593,Darrell Raji,42,28,2,5875,3,3,40-49,VIP,2013-05-12,155,2937.5000000000000000,209.8214285714285714
594,Armando Moreno,43,28,2,5908,3,3,40-49,VIP,2013-06-19,153,2954.0000000000000000,211.0000000000000000
595,Corey Goel,40,0,1,89,2,2,40-49,New,2013-08-17,151,89.0000000000000000,
596,Sebastian Howard,41,0,1,35,1,1,40-49,New,2013-12-30,147,35.0000000000000000,
597,Roger Raje,57,0,1,50,3,3,50 and above,New,2013-10-01,150,50.0000000000000000,
598,Janelle Chandra,42,0,1,35,1,1,40-49,New,2014-01-05,147,35.0000000000000000,
599,Meredith Ruiz,42,12,2,4548,5,4,40-49,Regular,2013-03-24,156,2274.0000000000000000,379.0000000000000000
600,Melody Diaz,43,28,2,5957,6,6,40-49,VIP,2013-06-12,154,2978.5000000000000000,212.7500000000000000
601,Linda Rubio,43,0,1,35,1,1,40-49,New,2013-05-06,155,35.0000000000000000,
602,Ivan Raman,43,28,2,5932,6,6,40-49,VIP,2013-06-07,154,2966.0000000000000000,211.8571428571428571
603,Larry Gill,43,0,1,35,1,1,40-49,New,2013-07-10,153,35.0000000000000000,
604,Geoffrey Gonzalez,43,20,3,6767,5,5,40-49,VIP,2013-10-08,150,2255.6666666666666667,338.3500000000000000
605,Edgar Sanchez,43,21,3,6786,7,7,40-49,VIP,2013-10-16,149,2262.0000000000000000,323.1428571428571429
606,Heidi Subram,43,11,2,4344,2,2,40-49,New,2013-02-28,157,2172.0000000000000000,394.9090909090909091
607,Melody Ramos,40,29,2,5922,5,5,40-49,VIP,2013-06-28,153,2961.0000000000000000,204.2068965517241379
608,Clinton Moreno,39,28,2,5913,4,4,30-39,VIP,2013-06-10,154,2956.5000000000000000,211.1785714285714286
609,Cesar Madan,44,0,1,35,1,1,40-49,New,2013-12-13,147,35.0000000000000000,
610,Eugene Ye,44,21,3,6872,9,9,40-49,VIP,2013-11-23,148,2290.6666666666666667,327.2380952380952381
611,Blake Collins,45,21,3,6786,6,6,40-49,VIP,2013-11-01,149,2262.0000000000000000,323.1428571428571429
612,Ernest Lin,41,29,2,5873,2,2,40-49,VIP,2013-06-29,153,2936.5000000000000000,202.5172413793103448
613,Keith Andersen,40,21,3,6795,6,6,40-49,VIP,2013-11-18,148,2265.0000000000000000,323.5714285714285714
614,Meredith Prasad,44,11,2,4381,4,4,40-49,New,2013-04-24,155,2190.5000000000000000,398.2727272727272727
615,Katrina Sharma,45,10,2,4438,5,5,40-49,New,2013-04-05,156,2219.0000000000000000,443.8000000000000000
616,Dwayne Navarro,44,13,3,5205,7,6,40-49,VIP,2013-04-13,155,1735.0000000000000000,400.3846153846153846
617,Casey Nath,45,14,3,5253,10,10,40-49,VIP,2013-04-15,155,1751.0000000000000000,375.2142857142857143
618,Sean Brooks,61,18,2,5935,4,4,50 and above,VIP,2013-04-07,156,2967.5000000000000000,329.7222222222222222
619,Brian Ramirez,61,0,1,2370,4,4,50 and above,New,2013-02-09,158,2370.0000000000000000,
620,Sierra Young,47,9,16,633,29,18,40-49,New,2013-12-02,148,39.5625000000000000,70.3333333333333333
621,Megan Rodriguez,47,5,2,44,4,3,40-49,New,2013-07-27,152,22.0000000000000000,8.8000000000000000
622,Leah She,47,2,2,123,6,6,40-49,New,2013-10-30,149,61.5000000000000000,61.5000000000000000
623,Gabriel Allen,46,2,2,133,5,5,40-49,New,2013-06-15,153,66.5000000000000000,66.5000000000000000
624,Angela Perry,47,19,2,5948,5,5,40-49,VIP,2013-04-26,155,2974.0000000000000000,313.0526315789473684
625,Ryan Smith,42,19,2,5898,2,2,40-49,VIP,2013-04-24,155,2949.0000000000000000,310.4210526315789474
626,Zachary Moore,47,18,2,5913,4,4,40-49,VIP,2013-04-23,155,2956.5000000000000000,328.5000000000000000
627,Destiny Rogers,47,19,2,5959,4,4,40-49,VIP,2013-04-07,156,2979.5000000000000000,313.6315789473684211
628,Dalton Gray,47,2,2,50,4,4,40-49,New,2013-11-09,149,25.0000000000000000,25.0000000000000000
629,Mariah Wood,48,18,2,5875,3,3,40-49,VIP,2013-03-31,156,2937.5000000000000000,326.3888888888888889
630,Isaiah Wright,49,18,2,5930,4,4,40-49,VIP,2013-04-18,155,2965.0000000000000000,329.4444444444444444
631,Haley Powell,48,19,2,5933,3,3,40-49,VIP,2013-04-27,155,2966.5000000000000000,312.2631578947368421
632,Antonio Bennett,49,10,16,706,33,22,40-49,New,2013-12-25,147,44.1250000000000000,70.6000000000000000
633,Alexandra Jenkins,43,11,16,1001,34,23,40-49,New,2014-01-03,147,62.5625000000000000,91.0000000000000000
634,Thomas Anderson,48,2,2,77,4,4,40-49,New,2014-01-14,146,38.5000000000000000,38.5000000000000000
635,Samuel Collins,48,1,2,39,3,2,40-49,New,2013-04-26,155,19.5000000000000000,39.0000000000000000
636,Darrell Chande,42,7,2,42,3,3,40-49,New,2013-09-21,150,21.0000000000000000,6.0000000000000000
637,Kimberly Cox,47,4,2,77,4,4,40-49,New,2014-01-18,146,38.5000000000000000,19.2500000000000000
638,Morgan Hernandez,42,0,2,39,3,2,40-49,New,2013-02-15,157,19.5000000000000000,
639,Antonio Powell,48,0,2,77,4,4,40-49,New,2013-10-19,149,38.5000000000000000,
640,Angelica Perry,47,1,2,127,5,5,40-49,New,2014-01-08,147,63.5000000000000000,127.0000000000000000
641,Chloe Wilson,50,9,5,408,15,14,50 and above,New,2013-12-29,147,81.6000000000000000,45.3333333333333333
642,James Chen,50,6,5,302,11,10,50 and above,New,2013-08-18,151,60.4000000000000000,50.3333333333333333
643,Morgan Hughes,49,11,5,481,15,14,40-49,New,2014-01-24,146,96.2000000000000000,43.7272727272727273
644,Naomi Munoz,50,2,2,100,5,5,50 and above,New,2013-07-04,153,50.0000000000000000,50.0000000000000000
645,Charles Torres,51,7,2,42,3,3,50 and above,New,2014-01-05,147,21.0000000000000000,6.0000000000000000
646,Gabriella Turner,50,1,2,153,5,5,50 and above,New,2014-01-03,147,76.5000000000000000,153.0000000000000000
647,Anna Foster,46,0,2,113,3,3,40-49,New,2013-07-25,152,56.5000000000000000,
648,Randy Wu,51,0,1,2366,5,5,50 and above,New,2013-02-15,157,2366.0000000000000000,
649,Kevin Scott,46,0,2,89,2,2,40-49,New,2013-09-02,151,44.5000000000000000,
650,Ian White,46,0,2,91,3,3,40-49,New,2013-04-23,155,45.5000000000000000,
651,Caleb Hayes,51,10,2,129,4,4,50 and above,New,2013-12-17,147,64.5000000000000000,12.9000000000000000
652,Patricia Garcia,43,7,5,226,8,7,40-49,New,2013-10-18,149,45.2000000000000000,32.2857142857142857
653,Samuel Russell,43,5,5,310,14,11,40-49,New,2013-12-18,147,62.0000000000000000,62.0000000000000000
654,Sydney Peterson,43,5,2,179,5,5,40-49,New,2013-10-12,150,89.5000000000000000,35.8000000000000000
655,Ariana Sanchez,49,18,2,5955,4,4,40-49,VIP,2013-04-24,155,2977.5000000000000000,330.8333333333333333
656,Tamara Sharma,44,2,2,50,4,4,40-49,New,2013-12-02,148,25.0000000000000000,25.0000000000000000
657,Katelyn Perez,49,4,2,77,4,4,40-49,New,2014-01-12,147,38.5000000000000000,19.2500000000000000
658,Megan Cox,49,8,2,179,5,5,40-49,New,2014-01-28,146,89.5000000000000000,22.3750000000000000
659,Robert Mitchell,40,3,2,112,5,5,40-49,New,2013-07-24,152,56.0000000000000000,37.3333333333333333
660,Miguel Adams,51,7,5,234,10,9,50 and above,New,2014-01-06,147,46.8000000000000000,33.4285714285714286
661,Miranda Gonzales,46,3,5,323,15,11,40-49,New,2013-08-16,151,64.6000000000000000,107.6666666666666667
662,Jeremiah James,45,8,5,287,11,10,40-49,New,2013-12-14,147,57.4000000000000000,35.8750000000000000
663,Ethan Kumar,50,2,2,100,4,4,50 and above,New,2013-07-06,153,50.0000000000000000,50.0000000000000000
664,Seth Williams,50,15,2,5948,5,5,50 and above,VIP,2013-02-15,157,2974.0000000000000000,396.5333333333333333
665,Alyssa Morgan,50,15,2,5948,5,5,50 and above,VIP,2013-02-21,157,2974.0000000000000000,396.5333333333333333
666,Janet Dominguez,49,16,2,5930,4,4,40-49,VIP,2013-02-14,157,2965.0000000000000000,370.6250000000000000
667,Angel Baker,44,15,2,5948,5,5,40-49,VIP,2013-02-07,158,2974.0000000000000000,396.5333333333333333
668,Blake Moore,53,5,2,91,3,3,50 and above,New,2013-12-19,147,45.5000000000000000,18.2000000000000000
669,Jada Collins,42,0,2,129,4,4,40-49,New,2014-01-04,147,64.5000000000000000,
670,Isabella Simmons,47,0,2,113,6,6,40-49,New,2013-08-19,151,56.5000000000000000,
671,Jacqueline Perry,52,5,2,100,4,4,50 and above,New,2013-09-18,150,50.0000000000000000,20.0000000000000000
672,Jessica Brown,54,17,2,5970,4,4,50 and above,VIP,2013-04-08,156,2985.0000000000000000,351.1764705882352941
673,Chad Jai,54,1,2,113,3,3,50 and above,New,2013-09-18,150,56.5000000000000000,113.0000000000000000
674,Susan Ye,49,1,2,192,6,6,40-49,New,2013-03-03,157,96.0000000000000000,192.0000000000000000
675,Morgan Rogers,54,2,2,96,4,4,50 and above,New,2013-08-18,151,48.0000000000000000,48.0000000000000000
676,Devin Martinez,49,15,2,5898,2,2,40-49,VIP,2013-02-09,158,2949.0000000000000000,393.2000000000000000
677,Alan Hu,54,3,2,91,3,3,50 and above,New,2013-12-09,148,45.5000000000000000,30.3333333333333333
678,Charles Walker,45,7,5,297,10,10,40-49,New,2013-11-30,148,59.4000000000000000,42.4285714285714286
679,Johnny Chavez,51,15,2,5900,3,3,50 and above,VIP,2013-02-05,158,2950.0000000000000000,393.3333333333333333
680,Dalton Richardson,51,1,2,146,4,4,50 and above,New,2013-11-29,148,73.0000000000000000,146.0000000000000000
681,Kaylee Nelson,51,4,2,94,3,3,50 and above,New,2014-01-19,146,47.0000000000000000,23.5000000000000000
682,Abigail Jones,51,8,2,138,5,5,50 and above,New,2013-11-25,148,69.0000000000000000,17.2500000000000000
683,Kaitlyn Hall,46,3,2,253,4,4,40-49,New,2013-12-09,148,126.5000000000000000,84.3333333333333333
684,Greg Taylor,51,16,2,5897,5,5,50 and above,VIP,2013-02-07,158,2948.5000000000000000,368.5625000000000000
685,Devin Parker,55,5,2,94,3,3,50 and above,New,2013-12-12,148,47.0000000000000000,18.8000000000000000
686,Jose Griffin,55,9,2,111,5,5,50 and above,New,2013-12-13,147,55.5000000000000000,12.3333333333333333
687,Luke Edwards,50,1,2,129,4,4,50 and above,New,2013-04-24,155,64.5000000000000000,129.0000000000000000
688,Cody Torres,49,2,2,98,3,3,40-49,New,2013-06-21,153,49.0000000000000000,49.0000000000000000
689,Victoria Morris,49,16,2,5967,5,5,40-49,VIP,2013-02-14,157,2983.5000000000000000,372.9375000000000000
690,Ian Diaz,55,0,2,89,2,2,50 and above,New,2013-09-02,151,44.5000000000000000,
691,Caroline Butler,50,18,2,5904,4,4,50 and above,VIP,2013-04-26,155,2952.0000000000000000,328.0000000000000000
692,Kaitlyn Wilson,51,3,2,120,4,4,50 and above,New,2013-05-19,154,60.0000000000000000,40.0000000000000000
693,Caleb Gonzales,56,6,2,94,3,3,50 and above,New,2014-01-18,146,47.0000000000000000,15.6666666666666667
694,Hailey Diaz,50,0,1,2295,1,1,50 and above,New,2013-01-28,158,2295.0000000000000000,
695,Jonathon Ortega,56,5,2,129,4,4,50 and above,New,2013-09-28,150,64.5000000000000000,25.8000000000000000
696,Logan Campbell,56,4,2,129,4,4,50 and above,New,2013-08-19,151,64.5000000000000000,32.2500000000000000
697,Mackenzie Campbell,51,18,2,5873,2,2,50 and above,VIP,2013-04-29,155,2936.5000000000000000,326.2777777777777778
698,Eduardo Lee,50,1,2,153,5,5,50 and above,New,2013-10-04,150,76.5000000000000000,153.0000000000000000
699,Jackson Wright,50,9,5,255,7,7,50 and above,New,2014-01-14,146,51.0000000000000000,28.3333333333333333
700,Chase Peterson,57,2,2,122,5,5,50 and above,New,2013-08-09,152,61.0000000000000000,61.0000000000000000
701,Xavier Richardson,56,4,2,138,5,5,50 and above,New,2013-06-09,154,69.0000000000000000,34.5000000000000000
702,David Hayes,40,0,2,129,4,4,40-49,New,2013-05-04,155,64.5000000000000000,
703,Jenny Zhou,51,5,2,96,4,4,50 and above,New,2013-11-14,148,48.0000000000000000,19.2000000000000000
704,Kaylee Baker,52,9,2,100,4,4,50 and above,New,2013-11-16,148,50.0000000000000000,11.1111111111111111
705,Evan Hernandez,52,0,2,94,3,3,50 and above,New,2013-07-17,152,47.0000000000000000,
706,Brooke Richardson,46,18,2,5940,5,5,40-49,VIP,2013-05-27,154,2970.0000000000000000,330.0000000000000000
707,Blake Perez,57,6,2,89,2,2,50 and above,New,2013-10-04,150,44.5000000000000000,14.8333333333333333
708,Natalie Cook,56,19,2,6025,5,5,50 and above,VIP,2013-05-24,154,3012.5000000000000000,317.1052631578947368
709,Elizabeth Weisman,51,19,2,5908,4,4,50 and above,VIP,2013-05-28,154,2954.0000000000000000,310.9473684210526316
710,Hailey Collins,57,7,5,325,12,9,50 and above,New,2013-10-14,149,65.0000000000000000,46.4285714285714286
711,Zoe Ramirez,58,0,2,98,3,3,50 and above,New,2013-12-12,148,49.0000000000000000,
712,Daniel Davis,52,11,27,1104,55,27,50 and above,New,2014-01-26,146,40.8888888888888889,100.3636363636363636
713,Shelby Rogers,57,8,5,128,8,8,50 and above,New,2013-10-29,149,25.6000000000000000,16.0000000000000000
714,Kyle Zhang,58,4,2,192,6,6,50 and above,New,2013-11-21,148,96.0000000000000000,48.0000000000000000
715,Alexandria Long,57,2,2,94,3,3,50 and above,New,2013-05-14,154,47.0000000000000000,47.0000000000000000
716,Chloe Robinson,58,0,2,144,4,4,50 and above,New,2013-12-30,147,72.0000000000000000,
717,Evan Kelly,58,7,2,96,4,4,50 and above,New,2014-01-13,146,48.0000000000000000,13.7142857142857143
718,Marcus Jones,53,7,2,193,5,5,50 and above,New,2013-12-28,147,96.5000000000000000,27.5714285714285714
719,Sarah Jones,53,0,2,100,4,4,50 and above,New,2013-03-21,156,50.0000000000000000,
720,Blake Green,54,4,5,286,11,10,50 and above,New,2013-09-20,150,57.2000000000000000,71.5000000000000000
721,Morgan Morris,60,2,2,118,6,6,50 and above,New,2013-07-24,152,59.0000000000000000,59.0000000000000000
722,Jennifer Alexander,55,4,2,105,5,5,50 and above,New,2013-10-17,149,52.5000000000000000,26.2500000000000000
723,Julian Hughes,60,3,2,153,5,5,50 and above,New,2013-11-09,149,76.5000000000000000,51.0000000000000000
724,Luke Coleman,53,11,5,193,9,8,50 and above,New,2014-01-03,147,38.6000000000000000,17.5454545454545455
725,Jason Carter,53,10,5,210,13,11,50 and above,New,2013-12-14,147,42.0000000000000000,21.0000000000000000
726,Jose Li,53,1,2,124,5,5,50 and above,New,2013-05-02,155,62.0000000000000000,124.0000000000000000
727,Micah Liang,53,1,2,224,7,7,50 and above,New,2013-12-07,148,112.0000000000000000,224.0000000000000000
728,Benjamin Taylor,53,18,2,5962,4,4,50 and above,VIP,2013-05-04,155,2981.0000000000000000,331.2222222222222222
729,Logan White,60,4,2,110,4,4,50 and above,New,2013-11-06,149,55.0000000000000000,27.5000000000000000
730,Caleb Campbell,54,5,2,160,5,5,50 and above,New,2014-01-11,147,80.0000000000000000,32.0000000000000000
731,Emma Torres,60,7,2,134,5,4,50 and above,New,2014-01-08,147,67.0000000000000000,19.1428571428571429
732,Tanya Gill,60,4,2,121,5,5,50 and above,New,2013-08-04,152,60.5000000000000000,30.2500000000000000
733,Erick Sanchez,56,2,2,174,5,5,50 and above,New,2013-08-15,151,87.0000000000000000,87.0000000000000000
